Name,Description,Logo URL,Search URL
GGB,"Производство компании сертифицировано согласно международным стандартам качества ISO9001 и TS16949.

сайт  США",https://aprom.by/images/logo_ggb.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=GGB
GMB,"Подшипники ступиц GMB. Страна производитель – Япония. Год образования - 1943. Штаб-квартира фирмы GMB находится в Осаке. Производственные заводы (помимо самой Японии) размещены также в США и Южной Корее, также есть два завода в Китае, занимающиеся выпуском ступиц.

Вся продукция сертифицирована по стандарту ISO 9002. Помимо ступиц GMB также производит подшипники, шаровые, рулевые тяги и наконечники и т.д.

Ступицы компании GMB поставляются на конвейер таких известных автогигантов, как Toyota, Suzuki, Honda, Nissan, KIA и Hyundai. Более 40% своих запчастей компания поставляет для первичной комплектации автомобилей вышеупомянутых производителей. Также GMB поставляет свои запчасти переупаковщику General Motors. Клиентами этой японской компании являются: KOYO MACHINE INDUSTRIES, DELPHI и GKN GROUP. 

сайт  Япония",https://aprom.by/images/logo_gmb.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=GMB
GMN,"Подшипники ГОСТ (ГПЗ, ГПЗ-34, АПП, VPZ, КНР и др…). Подшипники, комплектующие и оборудование, Производителей: REXROTH, WINKEL, NTN / SNR, SKF, FAG / INA, NSK RHP, KOYO, NACHI, ASAHI, TIOMKEN, GAMET, SNFA, BEKO, BARDEN,",https://aprom.by/images/logo_gmn.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=GMN
GOODYEAR,"США
Когда мы слышим название GOODYEAR, первое что приходит в голову это надежные, проверенные временем и дорогами шины этого бренда. Но помимо шин под этой маркой выпускается много другой продукции: подушки для грузовиков и прицепов, топливораздаточные шланги, транспортерная лента и приводные ремни.

	Символом бренда на протяжении долгих лет является дирижабль. Дирижабль Goodyear – вдохновляющий и необычный символ компании – завоевал известность и стал привычным атрибутом масштабных спортивных и культурных мероприятий. Радуя своим видом и детей, и взрослых во всем мире, дирижабль Goodyear быстро стал отличительным визуальным образом компании, в котором крылатая сандалия Меркурия  (центральная часть мира Goodyear) символизирует защиту путешественникам, куда бы они ни ехали. 


	На протяжении многих десятилетий этот символ видоизменялся, но продолжал оставаться вполне узнаваемым:







	Первые приводные ремни под маркой GOODYEAR были произведены  в 1913 году. С тех пор компания выпускает широчайшую номенклатуру ремней. В первую очередь это классические клиновые ремни профилей от Z до D  метрического и дюймового размерного ряда, двухсторонние клиновые ремни, поликлиновые ремни, зубчатые и многие другие. 

	Занимаясь производством ремней в течение столетия, марка GOODYEAR заняла лидирующее место среди производителей приводных ремней премиум класса, и, наряду с коллегами-конкурентами  ContiTech, Gates и Optibelt, стала бесспорным мировым лидером. Не обошлось и без символов, и маркировка такого ремня выглядит так:






	Однако, бурное развитие промышленности в ряде стран Юго-восточной Азии, в особенности в Китае, привело к появлению массы новых брендов, продукция которых рассчитана на массового потребителя из развивающихся стран. Поскольку покупательская способность целого ряда потенциальных потребителей, в том числе в странах СНГ, остается гораздо ниже, чем в США и государствах Западной Европы, конкурировать с дешевыми китайскими ремнями становилось все труднее, GOODYEAR единственный из четверки лидеров, идет на рискованный шаг.  В 1997 году компания покупает европейского производителя Sava, Словения, и переносит производство ремней под этим брендом в Китай, добавив после основного названия две буквы CL, Sava CL. Конечно же, началу производства предшествовал длительный мониторинг производителей в Поднебесной, химического состава сырья, и постоянного соответствия готовых ремней заданному уровню качества. И в итоге продажа нового продукта под знакомым внешне брендом стартовала в 2005 году и имела серьёзный коммерческий успех. Это был ответ на экспансию китайских производителей их же оружием. С 2007 года GOODYEAR дал новой линейке ремней свое имя, и с тех пор GOODYEAR CL успешно продается во многих странах мира. Выглядят эти ремни так, почти, как и премиум, но без дирижабля…





	Однако совершенно не стоит считать эти ремни подделкой. Это тоже GOODYEAR, но в бюджетном варианте. Производитель отводит CL такое же место в своем каталоге, как и любой другой группе своих ремней и постоянно выдерживает установленное своими стандартами качество производства. Разница цен в премиум сегменте и CL колеблется от 3-х до 8-ми раз.


С 2007 года произошли некоторые изменения в компании, включая и изменения в маркировке. С тех пор ремни маркируются в соответствии с номенклатурными группами, так же, как в каталоге, например GOODYEAR  Torque-Flex, GOODYEAR Heavy Duty .

Ремни GOODYEAR - премиум производятся в Бразилии, Словении и США. 

Ремни GOODYEAR CL производятся только в Китае.


	Под брендом GOODYEAR освоено производство ремней даже для техники, выпускающейся с советских времен, например для двигателей ЯМЗ или для автомобилей семейства ГАЗ.







сайт  США",https://aprom.by/images/logo_goodyear.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=GOODYEAR
HABASIT,"Компания Habasit является одним из мировых лидеров производства конвейерных лент на тканевой основе, пластиковых модульных лент и цепей, приводных ремней, монолитных лент и зубчатых ремней. Продукция HABASIT используется в широком спектре отраслей промышленности.

Habasit имеет дочерние компании в более чем 30 странах мира. В компании Habasit работает более 3500 специалистов по всему миру. Присутствие в более чем 70 странах по всему миру. Обширная сеть партнеров-дистрибьюторов и сервисных центров более чем в 70 странах мира. Более 35 000 активных клиентов из самых разных отраслей по всему миру.

Инновации, компетентные консультации и стремление быстро решать технические проблемы сделали фирму Habasit качественным и надежным лидером в своей отрасли.

Ассортимент продукции Habasit:
Ленты на тканевой основе
Зубчатые ремни Habasync
Монолитные ленты
Бесшовные ремни Граббер
Пластиковые модульные ленты
Конвейерные цепи
Комплектующие для конвейеров
Аксесуары и комплектующие для конвейеров

Продажа комплектующих для промышленного оборудования. Официальный и авторизованный дистрибьютор: SKF, Timken, NTN-SNR, Hiwin, Henkel (Loctite, Teroson, Bonderite, Staticmix), Sandvik, Teknomotor, EVOLMEC, FLURO, SAMICK, BETEX, LIMING, ARTNC,",https://aprom.by/images/logo_habasit.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=HABASIT
HARP,"Площадь занимаемой заводом территории составляет более 45 га, персонал компании составляет около 3 тыс. сотрудников.",https://aprom.by/images/logo_harp.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=HARP
HB,"Если у вас есть только ограниченная информация о редком подшипнике то HB Bearings имеет архив информации о подшипниках, один из лучших и наиболее полных в Европе.

Компания прошла большой трудовой путь расширяя ассортимент своей продукции и развивая глобальную клиентскую базу. Этому способствуют несколько факторов: инвестиции в современное оборудование, высококвалифицированная рабочая сила и приверженность качеству.",https://aprom.by/images/logo_hb.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=HB
HCH,,https://aprom.by/images/logo_hch.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=HCH
HEPCO,"Hepco Slide Systems Limited - разработка и производство систем линейных перемещений.

Компания  Hepco — основана в 1969 г в Великобритании. В настоящее время предприятие входит в группу компаний Hepco Group и является одним из лидеров и новатором в сфере производства систем линейных перемещений. В настоящее время компания реализует продукцию под брендом HepcoMotion и предлагает очень широкий ассортимент, который постоянно обновляется соответственно требованиям рынка.

Задачей компании является удовлетворение практически любых потребностей в области линейных технологий. Компания HEPCO ежегодно инвестирует значительную долю выручки в новые научные исследования и разработки. Сегодня компания HEPCO имеет представительства в Нидерландах, Франции, Германии, Испании и Кореи, а также сеть дистрибьюторов по всему миру.

Целью компании является предоставление комплексных продуктов, которые могут быть интегрированы в производство с полной уверенностью в их качестве, надежности и долговечности.

Производственную линейку составляют:
•  шариковые и рельсовые направляющие, 
•  каретки, 
•  линейные подшипники и втулки, 
•  ШВП, 
•  актуаторы, 
•  координационные столы 
•  и многое другое.

Продукция компании широко используется во всех областях промышленного производства и средствах автоматизации. 
Компания сертифицирована согласно ISO 9001.

сайт  Великобритания",https://aprom.by/images/logo_hepco.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=HEPCO
HFB,"Спектр использования продукции HFB достаточно разнообразен, основными примерами можно назвать общее машиностроение, металлообработка, подъемно-транспортное оборудование, промышленные вентиляторы, производство оборудования.
 
сайт  Германия",https://aprom.by/images/logo_hfb.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=HFB
HGF,"HGF, Huagong bearings - предприятие ООО ""Шаньдун Хуагонг подшипники"" было создано в августе 2008 года.

Подшипники Хуагонг широко используются во многих областях, таких как металлургия, горная промышленность, нефтепромышленность, химическая промышленность, цементная промышленность, угольная промышленность, изготовлении бумаги, ветроэнергетика, инженерные механизмы, судостроение, портовые механизмы и т.д.  Компания создала представительства в Тяньцзинь, провинции Хэбэй, Цзинань, Чжэнчжоу, Уси, Сиань, Чэнду, Урумчи и других городах, продукция пользуется большим спросом в более 20 провинциях Китая.",https://aprom.by/images/logo_hgf.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=HGF
HIMPT,"Подшипники (ГОСТ, импорт, высокоточные, высокотемпературные):SKF,FAG,NSK,KOYO,SNR,INA,ISB,MTM,CX,ASAHI,TIMKEN, FERSA, NTN, Nachi, FBJ, BBC-R,ZKL, CRAFT,ГПЗ, АПП, РВЗ, Волжский стандарт, МПЗ, 1-ГП3, ГПЗ-2, 10-ГПЗ и д.р. Обгонные муфты: CSK, P, PP, HF, HFL, AS, ASK, GFK, ASNU, AE,AA, NF, NFR, AV, RSBV и д.р. Системы линейного перемещения: Валы прецензионные, линейные подшипники, каретки, Винты ШВП (TECHNIX,SKF, Hiwin, Bosch Rexroth, THK и д.р.) Валы(штока) полированные и хромированные. Приводные ремни: CONTITECH, PiBelt, Sunway, PIX, RUBENA, BAO POWER,",https://aprom.by/images/logo_himpt.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=HIMPT
HIRSCHMANN,"Немецкая компания HIRSCHMANN образована в 1957 г. в Штутгарте, Германия.

Продукция компании HIRSCMANN сертифицирована согласно стандартам DIN ISO 9001 и EN 9100 AeroCert.

сайт  Германия",https://aprom.by/images/logo_hirschmann.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=HIRSCHMANN
HIWIN,"История успеха компании HIWIN начинается с 1975 года, когда была основана немецкая компания по производству систем  линейного перемещения и шарико-винтовых передач (ШВП)   для  европейских рынков. Качество было высоко, продажи были оживленными - что позволило занять большую нишу в этом разделе промышленности. Однако недостаток капитал и эффективности производства привели к определенным трудностям в поставках клиентам продукции - пострадали продажи.

В 1981 году была основана в Тайчжуне Тайвань компания Finest Ball Screws Company  для производства шарико-винтовых передач ориентированная на азиатские рынки. Рост продаж в этом регионе позволил вырасти предприятию с одного до трех заводов.
Производственная эффективность и цены были превосходны, но были ограничения по качеству из-за условий производства.

HIWIN Technologies Corp. была основана в 1989 с приобретением двух вышеупомянутых заводов. Вливание капитала очень увеличило производственные мощности  на заводе в Тайджуне и новых приобретенных заводов, которые привели к строительству новых цехов, чтобы позволили создать современное производство  шарико-винтовых передач. Инфраструктура новых заводов была разработана с единственной целью создать лучшую окружающую среду для производства высшего качества, и уменьшения себестоимости продукции. Огромное  количество внимания было дано уменьшению влияния  вибрации, температуры, и влажности окружающей среды на оборудование которое применялось при  точной обработке и системах лазерного измерения.

На данный момент многие рассматривают HIWIN  как первую компанию в мире которая производит продукцию самых высоких показателей точности, признанных ISO и стандартами  DIN и JIS. Даже сегодня весьма ограниченное количество компаний могут позволить себе иметь возможность производства класса JIS 0 (0.0035mm/300mm), накатных шариковинтовых передач класса JIS 5 (0.018/300mm) и рельсовых направляющих (шариковых и роликовых) всех классов точности - что делает HIWIN одним из лучших производств в мире.

С 1989 компания HIWIN еще подросла, имея в своем активе шесть заводов в Тайване и один в Германии. Кроме того, в немецком предприятии HIWIN размещается обширный научно-исследовательский центр. HIWIN в настоящее время - один из основных поставщиков систем линейного перемещения на европейских и азиатских рынках. С появлением на североамериканском рынке HIWIN полон решимости бороться  за поставку высокоточного оборудования обладающего исключительным качеством по наиболее конкурентоспособным ценам.

HIWIN поставляет много продукции для  высокотехнологичных отраслей промышленности,  компоненты для станков, медицинского оборудования,  оборудования для продаж, погрузочно-разгрузочные работ и автомобильной промышленности.

Шариковинтовые приводы - шариковинтовые пары HIWIN.41,6Mb - язык: русский

Подшипники (ГОСТ, импорт, высокоточные, высокотемпературные):SKF,FAG,NSK,KOYO,SNR,INA,ISB,MTM,CX,ASAHI,TIMKEN, FERSA, NTN, Nachi, FBJ, BBC-R,ZKL, CRAFT,ГПЗ, АПП, РВЗ, Волжский стандарт, МПЗ, 1-ГП3, ГПЗ-2, 10-ГПЗ и д.р. Обгонные муфты: CSK, P, PP, HF, HFL, AS, ASK, GFK, ASNU, AE,AA, NF, NFR, AV, RSBV и д.р. Системы линейного перемещения: Валы прецензионные, линейные подшипники, каретки, Винты ШВП (TECHNIX,SKF,",https://aprom.by/images/logo_hiwin.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=HIWIN
HRB,"Китай

Компания Harbin Bearing Group Co.,Ltd. (Китай, бренд, торговая марка HRB). Группа компаний ""Harbin Bearing"" входит в тройку лидирующих китайский компаний, производящих подшипники. Производственные мощности компании занимают порядка 1,5 миллиона квадратных метров. Штат сотрудников насчитывает 11000 человек. Ассортимент продукции включает более 6000 наименований прецизионного производственного оборудования.

HRB является важным поставщиком для профессий и производств, таких как автомобили, сельскохозяйственные машины, локомотивы, электрические двигатели и электрические устройства, инженерное оборудование, станки, легкая промышленность и текстильная промышленность, металлургия, горнодобывающей техники, нефтяной, химической промышленности, авиации и космических полетов, оборонной науки, техники и промышленности.

HRB создал научно-стандарт системы управления в соответствии с GB / T19001-2000 (IDT ISO9001: 2000), стандарт. HRB бренд кристаллизации трудной усилия поколение за поколением HRB. Высокие кредитные HRB ??бренда положение, вид нематериальных активов, хорошо известна на рынке и за рубежом. В 2005 году HRB бренд завоевал славой ""Китайской Известную Торговую Марку"".",https://aprom.by/images/logo_hrb.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=HRB
HRT,"Основной продукцией являются конические роликовые и цилиндрические роликовые подшипники. Диапазон размеров от 20 мм до 500 мм. Годовое производство 4 000 000 единиц продукции. Также завод может поставлять клиентам радиальные шарикоподшипники и сферические роликоподшипники.

В большинстве случаев поставляет продукцию многим известным акционерным компаниям в Китае. Но также экспортирует в Германию, США, Италию, Польшу, Бразилию, Россию, Южную Корею и т. д. Компания соответствует требованиям системы качества TS 16949.

Официальный дистрибьютор компании CRAFT BEARINGS (подшипники), ПО СПБелт (конвейерные ленты ComBelt) на территории РБ. Официальный дистрибьютор",https://aprom.by/images/logo_hrt.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=HRT
HUTCHINSON,"Компания Hutchinson Belt Drive Systems входит в подразделение группы компаний Hutchinson Group.  Hutchinson Belt Drive Systems -  изобретатель профиля ремняPoly V®, признана по всем мире как компания, которой можно доверить расчеты и рекомендации относительно ременных передач.

1962г. Компания Hutchinson Belt Drive Systems основана в французком городе Жуэ ле Тур (Joué les Tours)﻿.

Компания Hutchinson Belt Drive Systems занимается разработкой и производством полных систем передачи, включающие  поликлиновые ремни, линейные натяжители, шкивы Thermodur, ролики и вариаторные шкивы.﻿ Кроме того, в ассортимент продукции HUTCHINSON BELT DRIVE SYSTEMS входят классические клиновые и зубчатые ремни.

Являясь лидером в своей отрасли, компания Hutchinson сотрудничает с крупнейшими производителями в секторах бытовой техники, автомобилестроения и промышленного оборудования (вентиляция/кондиционирование воздуха, сельскохозяйственное оборудование, строительство, погрузка и транспортировка, оборудование для шахт и карьеров, бумажное производство, оборудование для фитнеса, промышленные автомобили, производство электроэнергии и т.д.).

Hutchinson - это самые совершенные продукты и системные решения для силовых передач.

Подшипники (ГОСТ, импорт, высокоточные, высокотемпературные):SKF,FAG,NSK,KOYO,SNR,INA,ISB,MTM,CX,ASAHI,TIMKEN, FERSA, NTN, Nachi, FBJ, BBC-R,ZKL, CRAFT,ГПЗ, АПП, РВЗ, Волжский стандарт, МПЗ, 1-ГП3, ГПЗ-2, 10-ГПЗ и д.р. Обгонные муфты: CSK, P, PP, HF, HFL, AS, ASK, GFK, ASNU, AE,AA, NF, NFR, AV, RSBV и д.р. Системы линейного перемещения: Валы прецензионные, линейные подшипники, каретки, Винты ШВП (TECHNIX,SKF, Hiwin, Bosch Rexroth, THK и д.р.) Валы(штока) полированные и хромированные. Приводные ремни: CONTITECH, PiBelt, Sunway, PIX, RUBENA, BAO POWER, HIMPT,",https://aprom.by/images/logo_hutchinson.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=HUTCHINSON
HXD,Производство соответствует стандартам ISO/TS-16949:2009 и ISO9001:2008.,https://aprom.by/images/logo_hxd.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=HXD
HY-PRO,"- Промышленные фильтры и оборудование спроектированы, произведены и протестированы на собственных заводах HyPro в США.

Компания HY–PRO (США) – это ведущий производитель фильтров для жидкости (масла, гидравлические жидкости). Данные фильтры обладают высококачественным фильтрующим элементом, способным улавливать частицы размером до 1 микрона и работать при температуре -43 +107°С. Максимальная пропускная способность и рабочее давление зависят от типа фильтра.

Продукция HY-PRO сертифицирована ISO 9000, тестирована по ISO 2941 на разрушение, ISO 2942 на целостность структуры, ISO 2943 на совместимость с жидкостями и пр.

Фильтроэлементы HY-PRO доступны со следующими вариантами фильтрующего материала:

Dualglass®Media;
Волокно из нержавеющей стали;
Нержавеющая проволочная сеть;
Водоулавливающий материал.

Hy-Pro поможет Вам разработать план для достижения и поддержания целевой чистоты жидкости. Вооружившись технической поддержкой, обучением, средствами и инструкциями, Вы будете действовать более эффективно, до максимума увеличите срок эксплуатации и сэкономите деньги.

Продукция Hy-Pro разработана, произведена и протестирована на территории США и поставляется по всему миру. Фильтрующие элементы изготавливаются из материалов и компонентов наивысшего качества, которое соответствует всем современным и специальным дополнительным стандартам, подготовленными компанией самостоятельно.

Hy-Pro предлагает огромный ассортимент, способный заменить продукцию более чем 1000 производителей. В большинстве случаев возможна не только замена, но и модернизация на более эффективные фильтры.

Все фильтры Hy-Pro проходят дополнительные испытания на динамическую эффективность фильтрации (DFE) в дополнение к стандартным по ISO.",https://aprom.by/images/logo_hy-pro.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=HY-PRO
IBB,"Германия

Продукция компании Kugellager Fiedler GmbH & Co. KG (Германия) обладает правами на товарные знаки  марки  ""IBU"" и ""IBB"".",https://aprom.by/images/logo_ibb.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=IBB
IBC,"Подшипники ГОСТ (ГПЗ, ГПЗ-34, АПП, VPZ, КНР и др…). Подшипники, комплектующие и оборудование, Производителей: REXROTH, WINKEL, NTN / SNR, SKF, FAG / INA, NSK RHP, KOYO, NACHI, ASAHI, TIOMKEN, GAMET, SNFA, BEKO, BARDEN, GMN, FLURO,",https://aprom.by/images/logo_ibc.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=IBC
IBU,"Германия

Продукция компании Kugellager Fiedler GmbH & Co. KG (Германия) обладает правами на товарные знаки  марки  ""IBU"" и ""IBB"".",https://aprom.by/images/logo_ibu.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=IBU
IDC,"Ассортимент товаров довольно широк и они могут быть изготовлены, как в стандартном исполнении, 
так и в соответствии со спецификой предприятия заказчика. В случае необходимости IDC готов 
предложить заказчикам подшипники для различного применения, подшипники повышенного класса точности,
подшипники с разнообразными типами уплотнений и для различных типов смазки.

То есть, для каждого случая и для определенных условий эксплуатации у предприятия
 найдется свой, превосходный экземпляр. Компания производит перекрестно-роликовые подшипники, 
 опорные ролики и упорные роликоподшипники высокого качества, а также другие изделия этого же типа.

Деятельность компании устроена таким образом, что постоянно осуществлять внедрение новых технологий и разработок. 
Заметная активность IDC наблюдается также и по изучению потребительского спроса с целью наиболее полной 
реализации ожиданий клиентов. Такая тактика позволяет предприятию удерживать прочные позиции на данном рынке.

Модели разновидности NNCF

Изделия  NNCF - высококачественные двухрядные цилиндрические модели с тремя надежными фиксирующими бортиками, находящимися на внутреннем кольце. При этом один фиксирующий бортик располагается на наружном кольце, а на его противоположной стороне можно увидеть надежное стопорное кольцо, способное удерживать все компоненты изделия. Такие модели способны компенсировать при тепловом расширении изменение длины вала, при этом осевое смещение остается односторонним по отношению к прочному наружному кольцу.",https://aprom.by/images/logo_idc.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=IDC
IGUS,"История компании igus® начинается с момента её создания 15.10.1964 Гюнтером Блазе и успешно продолжается по сей день.
В течении первых двадцати лет компания igus® была поставщиком технически сложных деталей из пластмассы.

В 1983 году Франк Блазе концентрируется на расширении и сбыте продукции собственного производства - 
энергоцепях и полимерных подшипниках. С 1985 по 2015 год компания igus® выросла 
с 40 до 2700 высококвалифицированных сотрудников по всему миру. 
Благодаря современным материалам и новейшим технологиям компания igus® стремительно развивается и по сей день.",https://aprom.by/images/logo_igus.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=IGUS
IKL,"Сферические роликовые двухрядные подшипники
Сферические роликовые упорные подшипники
Изолированные подшипники
Виброустойчивые подшипники
Смазка


сайт",https://aprom.by/images/logo_ikl.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=IKL
IKO,"Игольчатые роликовые подшипники IKO. Характеристики, типы и особенности , схема выбора подшипника, базовая динамическая грузоподъемность и срок службы, статическая грузоподъемность, расчет нагрузок на подшипники, габаритные размеры и идентификационный номер, точность, зазор, посадка, конструкция валв и корпуса, смазка, трение и допустимая скорость вращения, диапазон рабочих температур, обращение с подшипниками.40,1Mb - язык: русский

Системы линейного перемещения IKO.52,9Mb - язык: английский

Наша компания специализируется на оптовой и мелкооптовой продаже. В широком ассортименте: подшипники (SKF FAG NSK NKE INA NTN SNR TIMKEN KOYO",https://aprom.by/images/logo_iko.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=IKO
INA,"Германия

Группа INA входит в группу SCHAEFFLER KG (FAG). Под маркой INA выпускаются автомобильные подшипники, игольчатые подшипники, линейных направляющие и специальные подшипники.

Spherical plain bearings, plain bushes, rod ends. INA.6Mb - язык: английский

Подшипники FAG, INA.2,7Mb - язык: русский,английский, немецкий

Общий обзор. Обгонные муфты HF, HF..-R, HF..-KF, HF..KF-R, HFL, HFL..-R, HFL..-KF, HFL..KF-R.1Mb - язык: русский

Подшипники (ГОСТ, импорт, высокоточные, высокотемпературные):SKF,FAG,NSK,KOYO,SNR,",https://aprom.by/images/logo_ina.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=INA
ISB,"Торговые марки ISB , NBS , TSC, EMS, KDF, LSK, SFB  принадлежит концерну  IC Group  - Italcuscinetti (Италия) .

Концерн IC Group  - Italcuscinetti занимает достойную  позицию в ряду крупных компаний по продаже технических промышленных изделий на  международном рынке. Это позволило компании заказывать и производить продукцию под собственным брендом:

Подшипники (ГОСТ, импорт, высокоточные, высокотемпературные):SKF,FAG,NSK,KOYO,SNR,INA,",https://aprom.by/images/logo_isb.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=ISB
ISKRA,"ISKRA – это молодой российский бренд, созданный весной 2022 года. Основная задача компании Техноберинг, как владельца данного бренда – производство элементов промышленной трансмиссии.

Стоит отметить, что это первый российский производитель такого специфического направления, как обгонные муфты, ОПУ и втулки скольжения.

Основным вектором ISKRA является производство качественных комплектующих для разных направлений промышленности, а также – организация бесперебойных поставок на предприятия России и Беларуси.

Создание продукции осуществляется на высококлассном современном оборудовании и из качественных материалов. Все детали соответствуют международным стандартам качества. Бренд стремительно развивается и расширяет свою линейку товаров:

Втулки скольжения	
Зажимные втулки	
Звездочки со ступицей	
Зубчатые шестерни	
Линейные подшипники 	
Муфты соединительные	
Нержавеющие подшипники	
Обгонные муфты	
ОПУ  - Опорно-поворотные устройства	
Подшипники	
Подшипниковые узлы	
Разъемные фланцевые корпуса	
Шкивы зубчатые	
Шкивы под расточку клиновые",https://aprom.by/images/logo_iskra.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=ISKRA
ITJ,"Компания делает ставку на высокое качество продукции, приемлимую цену и послепродажное обслуживание. ITJ имеет дистрибьюторов в Южной Африке, Тайване, Китае и России и обязуются поставлять клиентам качественные подшипники и послепродажное обслуживание.",https://aprom.by/images/logo_itj.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=ITJ
JNS,"игольчатые подшипники без внутреннего кольца  RNA49, RNA59, RNA69, NK 
игольчатые подшипники с внутренним кольцом  NA49, NA59, NA69,NKI 
игольчатые подшипники с уплотнением  без внутреннего кольца   RNA49UU, RNA69UU  
игольчатые подшипники с уплотнением и с внутренним кольцом  NA49UU, NA69UU	 
игольчатые подшипники с сепарратором  без внутреннего кольца  RNAF(W) 	 
игольчатые подшипники с сепаратором и с внутренним кольцом  NAF(W) 
внутреннее кольцо подшипника  IR,IRZ  
тяжелонагруженные роликовые подшипники NURT,  NUCF 
роликовые подшипники без внутреннего кольца  RNA49M, NK..M	 	
внутреннее кольцо подшипника  ИК..M  		
роликовые подшипники с внутренним кольцом NA49..М, NKI..M 
внутреннее кольцо подшипника  IR,IRZ  
 
Также Nose Seiko производит  толкатели клапанов, следящие и кулачковые опороные ролики.  

сайт   Япония

Подшипники редкие,специальные, прецизионные. Обгонные муфты, системы линейного перемещения, тела качения. Высокотемпературные подшипники. Миниатюрные подшипники. Подшипники из нержавеющей стали. Ремни, промышленные уплотнения, смазка, редукторы, электродвигатели, опорные ролики. Российские подшипники. Подшипники ЕПК-EPK, СПЗ-4, ZKL, INA, IKO, FAFNIR, FAG, SNFA, SKF, KOYO, SNR, FERSA, МП, СПЗ, СПЗ-9, ГПЗ-2 , КПК, Волжский стандарт, GMN, NSK, NACHI, McGill, TORRINGTON, ELGES, THK, SCHNEEBERGER,HIWIN, STIEBER, GMN, TSUBAKI, KDF, CTS, ASAHI, NTN, FYH, DODGE, TIMKEN, RHP, RBC, EZO, COOPER, FLT, URB, NIS, NMB,",https://aprom.by/images/logo_jns.jpg,https://aprom.by/cgi-bin/findfirm.pl?words=JNS
